1,95,16.4
2,95,18.9
3,95,20.4
4,95,21.4
5,95,22.7
6,95,23.4
7,95,24.5
8,95,22.9
9,95,21.8
10,95,21.2
11,65,17.6
12,53.175,20.4
13,38.627,17.6
14,37.685,14.6
15,53.574,15.0
16,70.975,10.3
17,91.379,10.7
18,95,9.7
19,95,9.9
20,95,10.0
21,95,9.5
22,95,11.5
23,95,12.9
24,95,15.6
25,95,15.8
26,95,19.2
27,95,19.9
28,95,21.1
29,95,22.5
30,95,25.1
31,95,24.5
32,95,23.9
33,81.152,24.3
34,81.152,21.4
35,57.872,18.9
36,43.587,18.1
37,29.555,13.6
38,38.163,13.3
39,52.763,11.9
40,77.503,9.8
41,95,9.7
42,95,8.3
43,95,8.9
44,95,11.1
45,95,13.0
46,95,16.6
47,95,15.2
48,95,17.9
49,95,21.4
50,95,20.9
51,95,22.9
52,95,21.5
53,95,22.8
54,95,23.2
55,95,24.4
56,92.277,22.4
57,86.518,22.3
58,76.998,18.1
59,61.45,18.0
60,41.697,15.6
61,40,13.0
62,37.029,13.3
63,39.308,11.6
64,67.802,10.2
65,95,8.2
66,95,10.5
67,95,10.1
68,95,10.5
69,95,12.2
70,95,13.8
71,95,14.5
72,95,18.4
73,95,19.6
74,95,22.4
75,95,21.6
76,95,21.4
77,95,22.4
78,95,23.8
79,95,22.8
80,95,21.2
81,84.826,18.9
82,76.009,17.5
83,64.093,15.1
84,37.334,14.8
85,31.427,11.2
86,44.757,12.0
87,48.876,10.0
88,69.055,10.3
89,90.531,11.3
90,90.76,12.3
91,95,11.2
92,95,14.8
93,95,15.7
94,95,16.5
95,95,17.9
96,95,19.4
97,95,19.7
98,95,20.7
99,95,23.3
100,95,22.1
101,95,21.4
102,95,23.8
103,95,22.7
104,95,20.2
105,85.916,17.5
106,74.851,17.0
107,63.746,15.6
108,39.535,14.5
109,35.676,12.5
110,40.576,12.0
111,51.307,11.1
112,67.293,9.1
113,91.188,9.6
114,95,10.5
115,95,11.8
116,95,13.6
117,95,16.0
118,95,14.8
119,95,19.1
120,95,22.2
121,95,21.4
122,95,19.9
123,95,22.2
124,95,20.2
125,95,20.6
126,95,20.3
127,95,19.0
128,95,18.7
129,85.492,17.5
130,80.207,14.8
131,55.329,14.8
132,37.846,12.8
133,36.162,11.9
134,40.132,13.7
135,48.136,12.7
136,70.818,12.8
137,95,14.2
138,95,14.6
139,95,15.2
140,95,17.0
141,95,17.8
142,95,18.1
143,95,18.2
144,95,19.2
145,95,19.5
146,95,21.1
147,95,18.3
148,95,20.0
149,95,18.9
150,95,19.2
151,95,19.4
152,95,18.7
153,94,15.7
154,82.906,15.1
155,48.038,14.7
156,40,13.3
157,35.4,13.2
158,38,13.0
159,52.057,11.7
160,75.385,12.8
161,95,11.6
162,95,16.1
163,95,15.5
164,95,16.0
165,95,18.0
166,95,17.6
167,95,19.5
168,95,19.2